PeakID (cmd=annotatePeaks.pl bam_atac.mRp.clN_peaks.narrowPeak dm3_rel78.fa.gz -gid -gtf Drosophila_melanogaster.BDGP5.78.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
bam_atac.mRp.clN_peak_5728	2R	19468020	19468698	+	1263	NA	promoter-TSS (FBgn0015903)	protein_coding-promoter-TSS (FBgn0015903)	-15756	FBgn0015903	FBgn0015903	FBtr0332926			apt			protein_coding
bam_atac.mRp.clN_peak_1373	2L	10333620	10335307	+	1263	NA	exon (FBgn0032223, exon 1 of 8)	protein_coding-exon (FBgn0032223, exon 1 of 8)	549	FBgn0032223	FBgn0032223	FBtr0079993			GATAd			protein_coding
bam_atac.mRp.clN_peak_7028	3L	7711579	7712977	+	1262	NA	promoter-TSS (FBgn0035811)	protein_coding-promoter-TSS (FBgn0035811)	-183	FBgn0035811	FBgn0035811	FBtr0076808			CG12262			protein_coding
bam_atac.mRp.clN_peak_7751	3L	13220704	13222139	+	1262	NA	promoter-TSS (FBgn0023095)	protein_coding-promoter-TSS (FBgn0023095)	-371	FBgn0023095	FBgn0023095	FBtr0305480			caps			protein_coding
bam_atac.mRp.clN_peak_12404	3R	21867394	21868632	+	1261	NA	promoter-TSS (FBgn0001139)	protein_coding-promoter-TSS (FBgn0001139)	581	FBgn0001139	FBgn0001139	FBtr0084965			gro			protein_coding
bam_atac.mRp.clN_peak_10642	3R	9470446	9472039	+	1259	NA	intron (FBgn0263396, intron 1 of 8)	protein_coding-intron (FBgn0263396, intron 1 of 4)	784	FBgn0263396	FBgn0263396	FBtr0082854			sqd			protein_coding
bam_atac.mRp.clN_peak_11980	3R	19015646	19017449	+	1257	NA	promoter-TSS (FBgn0262975)	protein_coding-promoter-TSS (FBgn0262975)	13209	FBgn0011596	FBgn0011596	FBtr0084399			fzo			protein_coding
bam_atac.mRp.clN_peak_2475	2L	19735455	19736274	+	1249	NA	promoter-TSS (FBgn0032816)	protein_coding-promoter-TSS (FBgn0032816)	-144	FBgn0032815	FBgn0032815	FBtr0331244			CG10462			protein_coding
bam_atac.mRp.clN_peak_2445	2L	19492714	19493835	+	1248	NA	promoter-TSS (FBgn0002044)	protein_coding-promoter-TSS (FBgn0002044)	-21	FBgn0032793	FBgn0032793	FBtr0081284			CG10189			protein_coding
bam_atac.mRp.clN_peak_86	2L	552296	553579	+	1248	NA	promoter-TSS (FBgn0005660)	protein_coding-promoter-TSS (FBgn0005660)	-3575	FBgn0005660	FBgn0005660	FBtr0112854			Ets21C			protein_coding
bam_atac.mRp.clN_peak_4939	2R	13504042	13504662	+	1248	NA	promoter-TSS (FBgn0082922)	snoRNA-promoter-TSS (FBgn0082922)	91	FBgn0082922	FBgn0082922	FBtr0113512			snoRNA:Or-aca4			snoRNA
bam_atac.mRp.clN_peak_6413	3L	3059896	3061320	+	1246	NA	intron (FBgn0052486, intron 1 of 7)	protein_coding-intron (FBgn0052486, intron 1 of 7)	5529	FBgn0035393	FBgn0035393	FBtr0072990			CG16753			protein_coding
bam_atac.mRp.clN_peak_9452	3R	646396	647364	+	1245	NA	exon (FBgn0037282, exon 1 of 3)	protein_coding-exon (FBgn0037282, exon 1 of 3)	270	FBgn0037282	FBgn0037282	FBtr0078875			CG14657			protein_coding
bam_atac.mRp.clN_peak_2732	2L	21628671	21630208	+	1237	NA	intron (FBgn0022893, intron 1 of 2)	protein_coding-intron (FBgn0022893, intron 1 of 2)	493	FBgn0022893	FBgn0022893	FBtr0085920			Df31			protein_coding
bam_atac.mRp.clN_peak_11009	3R	12068013	12068609	+	1233	NA	promoter-TSS (FBgn0040071)	protein_coding-promoter-TSS (FBgn0040071)	-230	FBgn0040071	FBgn0040071	FBtr0083258			tara			protein_coding
bam_atac.mRp.clN_peak_8891	3L	21426012	21427439	+	1224	NA	promoter-TSS (FBgn0005694)	protein_coding-promoter-TSS (FBgn0005694)	203	FBgn0005694	FBgn0005694	FBtr0078350			Aef1			protein_coding
bam_atac.mRp.clN_peak_13358	4	813348	814082	+	1223	NA	Intergenic	Intergenic	-5453	FBgn0039923	FBgn0039923	FBtr0089254			MED26			protein_coding
bam_atac.mRp.clN_peak_4697	2R	11622511	11623676	+	1223	NA	exon (FBgn0050089, exon 3 of 7)	protein_coding-exon (FBgn0050089, exon 3 of 7)	8190	FBgn0050089	FBgn0050089	FBtr0087285			CG30089			protein_coding
bam_atac.mRp.clN_peak_1217	2L	9176083	9176989	+	1215	NA	intron (FBgn0041092, intron 1 of 13)	protein_coding-intron (FBgn0041092, intron 1 of 14)	9758	FBgn0041092	FBgn0041092	FBtr0303872			tai			protein_coding
bam_atac.mRp.clN_peak_13437	4	1305728	1306020	+	1213	NA	Intergenic	Intergenic	71311	FBgn0053653	FBgn0053653	FBtr0307334			Caps			protein_coding
bam_atac.mRp.clN_peak_761	2L	5979899	5981117	+	1211	NA	promoter-TSS (FBgn0000308)	protein_coding-promoter-TSS (FBgn0000308)	-407	FBgn0000308	FBgn0000308	FBtr0309212			chic			protein_coding
bam_atac.mRp.clN_peak_5915	2R	20654978	20656014	+	1209	NA	TTS (FBgn0035060)	protein_coding-TTS (FBgn0035060)	201	FBgn0027590	FBgn0027590	FBtr0305310			CG16936			protein_coding
bam_atac.mRp.clN_peak_1965	2L	15333294	15333996	+	1208	NA	promoter-TSS (FBgn0001981)	protein_coding-promoter-TSS (FBgn0001981)	-219	FBgn0001981	FBgn0001981	FBtr0080734			esg			protein_coding
bam_atac.mRp.clN_peak_5993	3L	131017	132593	+	1207	NA	promoter-TSS (FBgn0020386)	protein_coding-promoter-TSS (FBgn0020386)	2355	FBgn0020386	FBgn0020386	FBtr0072471			Pdk1			protein_coding
bam_atac.mRp.clN_peak_9434	3R	564605	566175	+	1206	NA	promoter-TSS (FBgn0026620)	protein_coding-promoter-TSS (FBgn0026620)	-7790	FBgn0027570	FBgn0027570	FBtr0305133			Nep2			protein_coding
bam_atac.mRp.clN_peak_7861	3L	14170559	14171306	+	1202	NA	promoter-TSS (FBgn0000411)	protein_coding-promoter-TSS (FBgn0000411)	788	FBgn0000411	FBgn0000411	FBtr0333034			D			protein_coding
bam_atac.mRp.clN_peak_11537	3R	16078188	16080026	+	1192	NA	intron (FBgn0262582, intron 1 of 18)	protein_coding-intron (FBgn0262582, intron 1 of 18)	-39880	FBgn0262582	FBgn0262582	FBtr0305031			cic			protein_coding
bam_atac.mRp.clN_peak_13208	3R	27893403	27894815	+	1192	NA	promoter-TSS (FBgn0002645)	protein_coding-promoter-TSS (FBgn0002645)	53	FBgn0002645	FBgn0002645	FBtr0085876			Map205			protein_coding
bam_atac.mRp.clN_peak_7842	3L	14030042	14031636	+	1191	NA	TTS (FBgn0036403)	protein_coding-TTS (FBgn0036403)	720	FBgn0026418	FBgn0026418	FBtr0075773			Hsc70Cb			protein_coding
bam_atac.mRp.clN_peak_12947	3R	26212583	26215208	+	1183	NA	promoter-TSS (FBgn0015221)	protein_coding-promoter-TSS (FBgn0015221)	-554	FBgn0015222	FBgn0015222	FBtr0332170			Fer1HCH			protein_coding
bam_atac.mRp.clN_peak_11017	3R	12105501	12107346	+	1183	NA	promoter-TSS (FBgn0250823)	protein_coding-promoter-TSS (FBgn0250823)	8247	FBgn0250823	FBgn0250823	FBtr0100332			gish			protein_coding
bam_atac.mRp.clN_peak_687	2L	5461223	5461681	+	1179	NA	promoter-TSS (FBgn0261963)	protein_coding-promoter-TSS (FBgn0261963)	-189	FBgn0261963	FBgn0261963	FBtr0310358			mid			protein_coding
bam_atac.mRp.clN_peak_4909	2R	13307084	13309891	+	1178	NA	exon (FBgn0022029, exon 1 of 7)	protein_coding-exon (FBgn0022029, exon 1 of 7)	549	FBgn0022029	FBgn0022029	FBtr0086915			l(2)k01209			protein_coding
bam_atac.mRp.clN_peak_11114	3R	12811803	12813754	+	1177	NA	intron (FBgn0038460, intron 1 of 2)	protein_coding-intron (FBgn0038460, intron 1 of 2)	882	FBgn0038460	FBgn0038460	FBtr0083377			CG18622			protein_coding
bam_atac.mRp.clN_peak_10529	3R	8320445	8321655	+	1172	NA	Intergenic	Intergenic	-7182	FBgn0051354	FBgn0051354	FBtr0082636			Hsp70Bbb			protein_coding
bam_atac.mRp.clN_peak_8501	3L	18793292	18794689	+	1170	NA	exon (FBgn0001078, exon 1 of 10)	protein_coding-exon (FBgn0001078, exon 1 of 10)	19785	FBgn0036814	FBgn0036814	FBtr0332801			CG14073			protein_coding
bam_atac.mRp.clN_peak_2260	2L	18319840	18320598	+	1169	NA	exon (FBgn0000636, exon 1 of 8)	protein_coding-exon (FBgn0000636, exon 1 of 8)	118	FBgn0000636	FBgn0000636	FBtr0112804			Fas3			protein_coding
bam_atac.mRp.clN_peak_5641	2R	18821429	18822432	+	1167	NA	promoter-TSS (FBgn0034800)	protein_coding-promoter-TSS (FBgn0034800)	-330	FBgn0034800	FBgn0034800	FBtr0071995			CG3788			protein_coding
bam_atac.mRp.clN_peak_15124	X	20527170	20528530	+	1164	NA	promoter-TSS (FBgn0031126)	protein_coding-promoter-TSS (FBgn0031126)	-961	FBgn0031126	FBgn0031126	FBtr0077276			Cyp6v1			protein_coding
bam_atac.mRp.clN_peak_12573	3R	23070346	23071364	+	1163	NA	promoter-TSS (FBgn0042111)	protein_coding-promoter-TSS (FBgn0042111)	-315	FBgn0042111	FBgn0042111	FBtr0333327			CG18766			protein_coding
bam_atac.mRp.clN_peak_300	2L	2362912	2365577	+	1163	NA	promoter-TSS (FBgn0014010)	protein_coding-promoter-TSS (FBgn0014010)	-1350	FBgn0261647	FBgn0261647	FBtr0330666			Axud1			protein_coding
bam_atac.mRp.clN_peak_3202	2R	1669403	1670548	+	1162	NA	exon (FBgn0025693, exon 1 of 10)	protein_coding-exon (FBgn0025693, exon 1 of 10)	385	FBgn0025693	FBgn0025693	FBtr0086056			CG11163			protein_coding
bam_atac.mRp.clN_peak_1636	2L	12529412	12530743	+	1162	NA	intron (FBgn0259176, intron 5 of 7)	protein_coding-intron (FBgn0259176, intron 5 of 7)	-13099	FBgn0261709	FBgn0261709	FBtr0303215			CR42746			ncRNA
bam_atac.mRp.clN_peak_9044	3L	22400546	22401637	+	1161	NA	promoter-TSS (FBgn0004449)	protein_coding-promoter-TSS (FBgn0004449)	-128	FBgn0004449	FBgn0004449	FBtr0330159			Ten-m			protein_coding
bam_atac.mRp.clN_peak_2397	2L	19157969	19159260	+	1158	NA	promoter-TSS (FBgn0010300)	protein_coding-promoter-TSS (FBgn0010300)	23088	FBgn0032763	FBgn0032763	FBtr0081233			CG17568			protein_coding
bam_atac.mRp.clN_peak_809	2L	6323654	6324637	+	1154	NA	intron (FBgn0021873, intron 1 of 6)	protein_coding-intron (FBgn0021873, intron 1 of 7)	378	FBgn0021873	FBgn0021873	FBtr0300039			Gef26			protein_coding
bam_atac.mRp.clN_peak_4609	2R	11015441	11016801	+	1153	NA	promoter-TSS (FBgn0015371)	protein_coding-promoter-TSS (FBgn0015371)	13359	FBgn0015371	FBgn0015371	FBtr0305216			chn			protein_coding
bam_atac.mRp.clN_peak_5295	2R	16206582	16208917	+	1147	NA	promoter-TSS (FBgn0027529)	protein_coding-promoter-TSS (FBgn0027529)	-750	FBgn0027529	FBgn0027529	FBtr0309253			CG8920			protein_coding
bam_atac.mRp.clN_peak_9421	3R	484883	486068	+	1145	NA	exon (FBgn0263346, exon 1 of 8)	protein_coding-exon (FBgn0263346, exon 1 of 8)	170	FBgn0263346	FBgn0263346	FBtr0308853			CG43427			protein_coding
bam_atac.mRp.clN_peak_7735	3L	13037465	13038286	+	1143	NA	TTS (FBgn0011284)	protein_coding-TTS (FBgn0011284)	137	FBgn0036341	FBgn0036341	FBtr0332076			Syx13			protein_coding
bam_atac.mRp.clN_peak_14059	X	6922002	6922524	+	1141	NA	intron (FBgn0029930, intron 5 of 5)	protein_coding-intron (FBgn0029930, intron 6 of 6)	-12378	FBgn0029931	FBgn0029931	FBtr0071010			CG14427			protein_coding
bam_atac.mRp.clN_peak_8639	3L	19783709	19785108	+	1137	NA	promoter-TSS (FBgn0261360)	protein_coding-promoter-TSS (FBgn0261360)	2261	FBgn0261688	FBgn0261688	FBtr0302280			Gyc76C			protein_coding
bam_atac.mRp.clN_peak_9173	3L	23264950	23266283	+	1137	NA	intron (FBgn0037212, intron 10 of 11)	protein_coding-intron (FBgn0037212, intron 10 of 11)	65584	FBgn0010215	FBgn0010215	FBtr0070038			alpha-Cat			protein_coding
bam_atac.mRp.clN_peak_9659	3R	1832902	1834418	+	1137	NA	promoter-TSS (FBgn0003261)	protein_coding-promoter-TSS (FBgn0003261)	641	FBgn0003261	FBgn0003261	FBtr0078654			Rm62			protein_coding
bam_atac.mRp.clN_peak_6711	3L	5177215	5178399	+	1134	NA	promoter-TSS (FBgn0052423)	protein_coding-promoter-TSS (FBgn0052423)	90	FBgn0052423	FBgn0052423	FBtr0301599			shep			protein_coding
bam_atac.mRp.clN_peak_6833	3L	6177777	6178281	+	1133	NA	promoter-TSS (FBgn0022699)	protein_coding-promoter-TSS (FBgn0022699)	-9	FBgn0022699	FBgn0022699	FBtr0077017			D19B			protein_coding
bam_atac.mRp.clN_peak_9504	3R	912162	913854	+	1133	NA	promoter-TSS (FBgn0010313)	protein_coding-promoter-TSS (FBgn0010313)	-259	FBgn0010313	FBgn0010313	FBtr0078844			corto			protein_coding
bam_atac.mRp.clN_peak_3624	2R	4124436	4125686	+	1133	NA	promoter-TSS (FBgn0013726)	protein_coding-promoter-TSS (FBgn0013726)	-303	FBgn0013726	FBgn0013726	FBtr0088793			pnut			protein_coding
bam_atac.mRp.clN_peak_9966	3R	4303013	4303616	+	1132	NA	promoter-TSS (FBgn0263416)	protein_coding-promoter-TSS (FBgn0263416)	1	FBgn0263416	FBgn0263416	FBtr0309232			CG43462			protein_coding
bam_atac.mRp.clN_peak_13563	X	1258729	1259491	+	1130	NA	Intergenic	Intergenic	-4201	FBgn0029573	FBgn0029573	FBtr0070213			CG14770			protein_coding
bam_atac.mRp.clN_peak_3879	2R	5988080	5989436	+	1129	NA	intron (FBgn0004907, intron 1 of 6)	protein_coding-intron (FBgn0004907, intron 1 of 6)	-1667	FBgn0033485	FBgn0033485	FBtr0088425			RpLP0-like			protein_coding
bam_atac.mRp.clN_peak_1857	2L	14354687	14355615	+	1129	NA	promoter-TSS (FBgn0015791)	protein_coding-promoter-TSS (FBgn0015791)	-71	FBgn0261535	FBgn0261535	FBtr0080639			l(2)34Fd			protein_coding
bam_atac.mRp.clN_peak_4417	2R	9812634	9813350	+	1128	NA	promoter-TSS (FBgn0013733)	protein_coding-promoter-TSS (FBgn0013733)	-14541	FBgn0013733	FBgn0013733	FBtr0304853			shot			protein_coding
bam_atac.mRp.clN_peak_5474	2R	17533245	17534561	+	1127	NA	exon (FBgn0034644, exon 1 of 8)	protein_coding-exon (FBgn0034644, exon 1 of 8)	5588	FBgn0050284	FBgn0050284	FBtr0071685			CG30284			protein_coding
bam_atac.mRp.clN_peak_13096	3R	27230281	27231887	+	1124	NA	promoter-TSS (FBgn0039846)	protein_coding-promoter-TSS (FBgn0039846)	113	FBgn0261988	FBgn0261988	FBtr0085788			Gprk2			protein_coding
bam_atac.mRp.clN_peak_10651	3R	9540088	9541476	+	1122	NA	promoter-TSS (FBgn0085412)	protein_coding-promoter-TSS (FBgn0085412)	-149	FBgn0085412	FBgn0085412	FBtr0329897			CG34383			protein_coding
bam_atac.mRp.clN_peak_11709	3R	17202071	17203128	+	1121	NA	exon (FBgn0002781, exon 2 of 5)	protein_coding-exon (FBgn0002781, exon 2 of 5)	522	FBgn0002781	FBgn0002781	FBtr0084073			mod(mdg4)			protein_coding
bam_atac.mRp.clN_peak_4361	2R	9389488	9390426	+	1121	NA	promoter-TSS (FBgn0033845)	protein_coding-promoter-TSS (FBgn0033845)	-123	FBgn0033845	FBgn0033845	FBtr0087668			mars			protein_coding
bam_atac.mRp.clN_peak_4094	2R	7362866	7363449	+	1119	NA	promoter-TSS (FBgn0001269)	protein_coding-promoter-TSS (FBgn0001269)	-53	FBgn0001269	FBgn0001269	FBtr0088070			inv			protein_coding
bam_atac.mRp.clN_peak_7207	3L	8819951	8821186	+	1116	NA	promoter-TSS (FBgn0263930)	protein_coding-promoter-TSS (FBgn0263930)	-37	FBgn0263930	FBgn0263930	FBtr0076583			dally			protein_coding
bam_atac.mRp.clN_peak_3407	2R	2912393	2913650	+	1115	NA	intron (FBgn0033127, intron 1 of 4)	protein_coding-intron (FBgn0033127, intron 1 of 4)	504	FBgn0033127	FBgn0033127	FBtr0089023			Tsp42Ef			protein_coding
bam_atac.mRp.clN_peak_8350	3L	17583456	17584177	+	1115	NA	intron (FBgn0000567, intron 5 of 7)	protein_coding-intron (FBgn0000567, intron 5 of 7)	-24554	FBgn0086080	FBgn0086080	FBtr0114356			snoRNA:Me28S-A576			snoRNA
bam_atac.mRp.clN_peak_6916	3L	6897154	6897531	+	1113	NA	Intergenic	Intergenic	9722	FBgn0041194	FBgn0041194	FBtr0076946			Prat2			protein_coding
bam_atac.mRp.clN_peak_3683	2R	4670853	4671225	+	1109	NA	Intergenic	Intergenic	-9099	FBgn0033330	FBgn0033330	FBtr0088714			CG8746			protein_coding
bam_atac.mRp.clN_peak_8411	3L	17992493	17993370	+	1108	NA	promoter-TSS (FBgn0000568)	protein_coding-promoter-TSS (FBgn0000568)	3247	FBgn0086081	FBgn0086081	FBtr0114357			snoRNA:Me28S-A30			snoRNA
bam_atac.mRp.clN_peak_12306	3R	21154376	21155776	+	1105	NA	promoter-TSS (FBgn0045761)	protein_coding-promoter-TSS (FBgn0045761)	-52	FBgn0045761	FBgn0045761	FBtr0113350			CHKov1			protein_coding
bam_atac.mRp.clN_peak_829	2L	6479259	6481723	+	1104	NA	promoter-TSS (FBgn0031820)	protein_coding-promoter-TSS (FBgn0031820)	-2	FBgn0086357	FBgn0086357	FBtr0079266			Sec61alpha			protein_coding
bam_atac.mRp.clN_peak_7422	3L	10657705	10659418	+	1100	NA	intron (FBgn0010762, intron 1 of 8)	protein_coding-intron (FBgn0010762, intron 2 of 9)	722	FBgn0010762	FBgn0010762	FBtr0331573			simj			protein_coding
bam_atac.mRp.clN_peak_13562	X	1252037	1253050	+	1099	NA	promoter-TSS (FBgn0000826)	protein_coding-promoter-TSS (FBgn0000826)	-897	FBgn0000826	FBgn0000826	FBtr0070234			png			protein_coding
bam_atac.mRp.clN_peak_10937	3R	11618293	11620336	+	1098	NA	promoter-TSS (FBgn0000246)	protein_coding-promoter-TSS (FBgn0000246)	-225	FBgn0262527	FBgn0262527	FBtr0309863			wah			protein_coding
bam_atac.mRp.clN_peak_8797	3L	20777720	20779378	+	1095	NA	TTS (FBgn0037022)	protein_coding-TTS (FBgn0037022)	748	FBgn0037021	FBgn0037021	FBtr0078277			CG11399			protein_coding
bam_atac.mRp.clN_peak_2684	2L	21236866	21238337	+	1095	NA	promoter-TSS (FBgn0051626)	protein_coding-promoter-TSS (FBgn0051626)	351	FBgn0261239	FBgn0261239	FBtr0081478			Hr39			protein_coding
bam_atac.mRp.clN_peak_3076	2R	881541	882404	+	1094	NA	intron (FBgn0040849, intron 2 of 4)	protein_coding-intron (FBgn0040849, intron 2 of 4)	44800	FBgn0040849	FBgn0040849	FBtr0299925			Ir41a			protein_coding
bam_atac.mRp.clN_peak_13005	3R	26591215	26592122	+	1092	NA	promoter-TSS (FBgn0004606)	protein_coding-promoter-TSS (FBgn0004606)	20	FBgn0004606	FBgn0004606	FBtr0085702			zfh1			protein_coding
bam_atac.mRp.clN_peak_9145	3L	23037186	23038403	+	1092	NA	Intergenic	Intergenic	46322	FBgn0262509	FBgn0262509	FBtr0304836			nrm			protein_coding
bam_atac.mRp.clN_peak_3386	2R	2758878	2760585	+	1091	NA	intron (FBgn0033109, intron 1 of 6)	protein_coding-intron (FBgn0033109, intron 1 of 6)	543	FBgn0033109	FBgn0033109	FBtr0086208			coro			protein_coding
bam_atac.mRp.clN_peak_4439	2R	9911566	9913127	+	1089	NA	intron (FBgn0002643, intron 2 of 5)	protein_coding-intron (FBgn0002643, intron 3 of 6)	-3777	FBgn0033893	FBgn0033893	FBtr0087599			CG18371			protein_coding
bam_atac.mRp.clN_peak_15217	X	21784125	21785640	+	1087	NA	Intergenic	Intergenic	-61708	FBgn0031183	FBgn0031183	FBtr0077344			CG14621			protein_coding
bam_atac.mRp.clN_peak_3028	2R	622299	622769	+	1087	NA	Intergenic	Intergenic	3515	FBgn0084049	FBgn0084049	FBtr0111304			CR41440			pseudogene
bam_atac.mRp.clN_peak_13510	X	829128	830138	+	1085	NA	promoter-TSS (FBgn0040340)	protein_coding-promoter-TSS (FBgn0040340)	174	FBgn0040340	FBgn0040340	FBtr0070169			TRAM			protein_coding
bam_atac.mRp.clN_peak_9529	3R	1057466	1058594	+	1083	NA	promoter-TSS (FBgn0037301)	protein_coding-promoter-TSS (FBgn0037301)	-90	FBgn0040208	FBgn0040208	FBtr0078827			Kat60			protein_coding
bam_atac.mRp.clN_peak_6425	3L	3148142	3149712	+	1076	NA	promoter-TSS (FBgn0035402)	protein_coding-promoter-TSS (FBgn0035402)	281	FBgn0263108	FBgn0263108	FBtr0307305			BtbVII			protein_coding
bam_atac.mRp.clN_peak_5483	2R	17590260	17591119	+	1073	NA	promoter-TSS (FBgn0010228)	protein_coding-promoter-TSS (FBgn0010228)	-276	FBgn0010228	FBgn0010228	FBtr0071674			HmgZ			protein_coding
bam_atac.mRp.clN_peak_8256	3L	16962423	16963585	+	1072	NA	promoter-TSS (FBgn0261547)	protein_coding-promoter-TSS (FBgn0261547)	-109	FBgn0261547	FBgn0261547	FBtr0302649			Exn			protein_coding
bam_atac.mRp.clN_peak_4997	2R	14043931	14045773	+	1070	NA	promoter-TSS (FBgn0034307)	protein_coding-promoter-TSS (FBgn0034307)	-457	FBgn0022238	FBgn0022238	FBtr0300484			lolal			protein_coding
bam_atac.mRp.clN_peak_755	2L	5943572	5944841	+	1069	NA	promoter-TSS (FBgn0261055)	protein_coding-promoter-TSS (FBgn0261055)	563	FBgn0001128	FBgn0001128	FBtr0308703			Gpdh			protein_coding
bam_atac.mRp.clN_peak_7691	3L	12685989	12686817	+	1068	NA	promoter-TSS (FBgn0014343)	protein_coding-promoter-TSS (FBgn0014343)	-336	FBgn0014343	FBgn0014343	FBtr0075912			mirr			protein_coding
bam_atac.mRp.clN_peak_2784	2L	22018836	22019705	+	1065	NA	promoter-TSS (FBgn0028979)	protein_coding-promoter-TSS (FBgn0028979)	-46	FBgn0053987	FBgn0053987	FBtr0100032			CR33987			ncRNA
bam_atac.mRp.clN_peak_3269	2R	2058780	2059703	+	1063	NA	promoter-TSS (FBgn0050316)	tRNA-promoter-TSS (FBgn0050316)	49	FBgn0050316	FBgn0050316	FBtr0085986			tRNA:CR30316			tRNA
bam_atac.mRp.clN_peak_14326	X	10440127	10442085	+	1063	NA	promoter-TSS (FBgn0085443)	protein_coding-promoter-TSS (FBgn0085443)	19518	FBgn0030215	FBgn0030215	FBtr0310297			CG15296			protein_coding
bam_atac.mRp.clN_peak_8053	3L	15612629	15613494	+	1063	NA	promoter-TSS (FBgn0036522)	protein_coding-promoter-TSS (FBgn0036522)	60	FBgn0036522	FBgn0036522	FBtr0075570			CG7372			protein_coding
bam_atac.mRp.clN_peak_4836	2R	12716104	12716985	+	1061	NA	promoter-TSS (FBgn0263659)	ncRNA-promoter-TSS (FBgn0263659)	-1651	FBgn0263659	FBgn0263659	FBtr0310103			CR43650			ncRNA
bam_atac.mRp.clN_peak_10047	3R	4872912	4873819	+	1061	NA	promoter-TSS (FBgn0014018)	protein_coding-promoter-TSS (FBgn0014018)	-443	FBgn0014018	FBgn0014018	FBtr0089341			Rel			protein_coding
bam_atac.mRp.clN_peak_11326	3R	14484110	14485386	+	1061	NA	promoter-TSS (FBgn0027841)	protein_coding-promoter-TSS (FBgn0027841)	215	FBgn0051224	FBgn0051224	FBtr0083691			CG31224			protein_coding
bam_atac.mRp.clN_peak_8496	3L	18764332	18765278	+	1059	NA	intron (FBgn0001078, intron 2 of 9)	protein_coding-intron (FBgn0001078, intron 2 of 9)	-5961	FBgn0001078	FBgn0001078	FBtr0075087			ftz-f1			protein_coding
bam_atac.mRp.clN_peak_10852	3R	10956463	10957780	+	1058	NA	promoter-TSS (FBgn0262315)	pre_miRNA-promoter-TSS (FBgn0262315)	525	FBgn0261859	FBgn0261859	FBtr0303486			CG42788			protein_coding
bam_atac.mRp.clN_peak_3593	2R	3955218	3956863	+	1057	NA	promoter-TSS (FBgn0040778)	protein_coding-promoter-TSS (FBgn0040778)	580	FBgn0020279	FBgn0020279	FBtr0100575			lig			protein_coding
bam_atac.mRp.clN_peak_12773	3R	24948159	24949835	+	1057	NA	promoter-TSS (FBgn0039637)	protein_coding-promoter-TSS (FBgn0039637)	-141	FBgn0039637	FBgn0039637	FBtr0085373			CG11880			protein_coding
bam_atac.mRp.clN_peak_2830	2L	22270336	22271992	+	1056	NA	Intergenic	Intergenic	21286	FBgn0032988	FBgn0032988	FBtr0331294			Tif-IA			protein_coding
bam_atac.mRp.clN_peak_414	2L	3172599	3173229	+	1056	NA	promoter-TSS (FBgn0085435)	protein_coding-promoter-TSS (FBgn0085435)	-163	FBgn0085435	FBgn0085435	FBtr0112671			CG34406			protein_coding
bam_atac.mRp.clN_peak_2768	2L	21899031	21899763	+	1055	NA	Intergenic	Intergenic	-1108	FBgn0032965	FBgn0032965	FBtr0085950			CG11629			protein_coding
bam_atac.mRp.clN_peak_6387	3L	2820653	2821530	+	1055	NA	promoter-TSS (FBgn0263392)	protein_coding-promoter-TSS (FBgn0263392)	38836	FBgn0035375	FBgn0035375	FBtr0333442			pgant6			protein_coding
bam_atac.mRp.clN_peak_7892	3L	14420040	14420855	+	1051	NA	promoter-TSS (FBgn0087007)	protein_coding-promoter-TSS (FBgn0087007)	16721	FBgn0036423	FBgn0036423	FBtr0333040			CG3919			protein_coding
bam_atac.mRp.clN_peak_12620	3R	23461573	23462779	+	1047	NA	promoter-TSS (FBgn0039532)	protein_coding-promoter-TSS (FBgn0039532)	-95	FBgn0039532	FBgn0039532	FBtr0085193			Mtl			protein_coding
bam_atac.mRp.clN_peak_10083	3R	5131086	5132059	+	1047	NA	intron (FBgn0037676, intron 2 of 3)	protein_coding-intron (FBgn0037676, intron 2 of 3)	-15920	FBgn0037675	FBgn0037675	FBtr0082016			HP1e			protein_coding
bam_atac.mRp.clN_peak_14078	X	7200201	7202285	+	1045	NA	promoter-TSS (FBgn0024250)	protein_coding-promoter-TSS (FBgn0024250)	-731	FBgn0024250	FBgn0024250	FBtr0071048			brk			protein_coding
bam_atac.mRp.clN_peak_13484	X	580223	581941	+	1043	NA	exon (FBgn0021764, exon 1 of 15)	protein_coding-exon (FBgn0021764, exon 1 of 15)	209	FBgn0021764	FBgn0021764	FBtr0302260			sdk			protein_coding
bam_atac.mRp.clN_peak_10164	3R	5634301	5635221	+	1043	NA	exon (FBgn0037760, exon 1 of 4)	protein_coding-exon (FBgn0037760, exon 1 of 4)	324	FBgn0037760	FBgn0037760	FBtr0082155			FBX011			protein_coding
